author,authorURL,name,url,previewExcerpt,type,producer,productImage,date
BryanSmith,https://www.chess.com/member/bryansmith,Clash of the Champions: Botvinnik-Smyslov (1958 Rematch),https://www.chess.com/article/view/clash-of-the-champions-botvinnik-smyslov-1958-rematch,"
                  At the time that Vasily Smyslov became world champion, a rule was in effect giving the previous champion an automatic rematch in the event that he lost the title. Mikhail Botvinnik benefited from this rule twice -- the first instance was with Smys...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/17372.0d4596ae.300x169o.36405d694662.jpeg,"Jan 1, 2017, 12:00:00 AM"
BryanSmith,https://www.chess.com/member/bryansmith,Clash of Champions: Smyslov vs. Botvinnik,https://www.chess.com/article/view/clash-of-champions-smyslov-vs-botvinnik,"
                  After Alekhine's death and the subsequent 1948 world championship tournament (covered in my article last week), the chess world began the three-year world championship cycle, which would continue in relatively orderly fashion until Kasparov and Sh...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/17372.0d4596ae.300x169o.36405d694662.jpeg,"Jan 1, 2017, 12:00:00 AM"
Gserper,https://www.chess.com/member/gserper,Carlsen Checkmates!,https://www.chess.com/article/view/carlsen-checkmates,"
                  The most shocking chess episode of the year that everyone is talking about happened in the Tata Steel super tournament. Indeed how often does the world chess champion miss a checkmate in three, when he has plenty of time to think on his ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/19372.68cc4a42.300x169o.ad57b652d730.jpeg,"Jun 25, 2017, 1:41:21 PM"
hellokostya,https://www.chess.com/member/hellokostya,3 King And Pawn Endgame Tips You Must Know,https://www.chess.com/article/view/3-king-and-pawn-endgame-tips-you-must-know,"
                  King and pawn endings are essential to every chess player's understanding of the game. 
Here are three practical tips when there are just kings and pawns left on the board: 

Try to create passed pawns. Without queening a pawn, you wo...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/17486.d1fb1c67.300x169o.bb2d529e5eed.jpeg,"Sep 19, 2018, 6:14:03 AM"
hellokostya,https://www.chess.com/member/hellokostya,3 Ways To Avoid Time Trouble,https://www.chess.com/article/view/3-ways-to-avoid-time-trouble,"
                  Time trouble can plague even the best players in the world, and often leads to painful blunders and losses on time in winning positions. In order to improve your time management skills, follow these three steps below: 

Try not to use more ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/17486.d1fb1c67.300x169o.bb2d529e5eed.jpeg,"Sep 19, 2018, 6:14:03 AM"
Silman,https://www.chess.com/member/silman,Is A Knight On The Rim Always Grim?,https://www.chess.com/article/view/is-a-knight-on-the-rim-always-grim,"
                  SkladakoV’s question is about this position. 



He asked: “What if White doesn’t take by 16.Bxa5? Doesn’t that leave the knight on a5 stuck on the side of the board?” 
Jeremy Silman: I think most people wou...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
Hikaru,https://www.chess.com/member/hikaru,7 Bullet Chess Tips By Hikaru Nakamura,https://www.chess.com/article/view/7-bullet-chess-tips-by-hikaru,"
                  Editor’s note: Hikaru Nakamura is widely considered the best speed chess player in history. A vote by titled players confirmed this last year. 
 
Nakamura will face World Champion Magnus Carlsen in the three-hour GM Blitz Ba...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
Gserper,https://www.chess.com/member/gserper,Botvinnik's Winning Chess Method,https://www.chess.com/article/view/botvinnik-s-winning-chess-method,"
                  The Botvinnik-Kasparov school that I had privilege to attend was an unbelievable experience. The sheer fact that two legends were sitting just about five feet from you was very exciting! One of the strongest memories from the school was the w...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
CHESScom,https://www.chess.com/member/chesscom,Game Of The Century | Byrne vs Fischer (1956),https://www.chess.com/article/view/game-of-the-century-chess,"
                  The Game of the Century is one of the greatest chess games in all of chess history and likely the greatest game ever played by a junior. The 26-year-old international master Donald Byrne took on the young, 13-year-old Bobby Fischer in what wo...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/23762.b48b100e.300x169o.a287bd3e5b93.jpeg,"Mar 3, 2020, 7:11:14 AM"
BryanSmith,https://www.chess.com/member/bryansmith,"Exchange of Quality, Part 1",https://www.chess.com/article/view/exchange-of-quality,"
                  I am going to begin a series on the positional exchange sacrifice, consisting of several articles. There are of course many different possible justifications for an exchange sacrifice, and I cannot cover all of them. But we will be focusing on a f...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13380.5b1cbcd4.300x169o.c6d18cc5f91b.jpeg,"Jun 7, 2013, 4:48:25 AM"
TigerChess,https://www.chess.com/member/tigerchess,Krushing Tactics,https://www.chess.com/article/view/krushing-tactics,"
                  GM Irina Krush and IM Daniel Rensch put their tactical skill on the line in front of a live audience solving puzzles from Chess.com Tactics Trainer! In this interactive show Chess.com members suggest tactical ideas and our masters explain their th...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/19372.68cc4a42.300x169o.ad57b652d730.jpeg,"Jun 25, 2017, 1:41:21 PM"
hellokostya,https://www.chess.com/member/hellokostya,3 Ways To Review Your Openings,https://www.chess.com/article/view/practical-chess-tips-how-to-review-your-openings,"
                  Every chess game begins with an opening, which means that when reviewing your own games, it's important to analyze what happened in the first few moves. Here are three ways to improve your openings: 

Evaluate the outcome of the opening. Did you...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/17486.d1fb1c67.300x169o.bb2d529e5eed.jpeg,"Sep 19, 2018, 6:14:03 AM"
News,https://www.chess.com/member/news,Study Plan for Advanced Players: Strategy,https://www.chess.com/article/view/study-plan-for-advanced-players-strategy-2,"
                  Target Skill Range: Advanced Path (Rated 1800-1999) 
Tasks: 

Learn the power of the pieces!!!
Improve your knowledge of dynamics and tension in chess.
Know how to exploit exchanges.
Improve your prophylactic thinking and defense!...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
Pete,https://www.chess.com/member/pete,5 Reasons To Watch The PRO Chess League Live Finals This Weekend,https://www.chess.com/article/view/5-reasons-to-watch-the-pro-chess-league-live-finals-this-weekend,"
                  Do you want to be a part of chess history? 
Well, we all can't win seven in a row at the Sinquefield Cup, like Fabiano Caruana. Or have the highest chess rating of all time, like Magnus Carlsen. 
But if you want to be a part of something truly h...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/23762.b48b100e.300x169o.a287bd3e5b93.jpeg,"Mar 3, 2020, 7:11:14 AM"
energia,https://www.chess.com/member/energia,Personal Experience at the U.S. Women's Championship. Part 3.,https://www.chess.com/article/view/personal-experience-at-the-us-womens-championship-part-3,"
                  This week we are wrapping up the overview of my play from the U.S. Women's Championship. The last two articles featured the first six games and today we will look at the key moments from the last three games. 
With this article I would like to con...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13380.5b1cbcd4.300x169o.c6d18cc5f91b.jpeg,"Jun 7, 2013, 4:48:25 AM"
Gserper,https://www.chess.com/member/gserper,The Fastest Way To Improve Your Chess,https://www.chess.com/article/view/the-fastest-way-to-improve-your-chess,"
                  I bet most of our readers have heard the overused cliche, ""Chess is 99% tactics."" This catchy phrase underlines the importance of calculation in chess, but is chess really 99% tactics? Well, it depends. 
The chess competition betwe...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/19372.68cc4a42.300x169o.ad57b652d730.jpeg,"Jun 25, 2017, 1:41:21 PM"
Pete,https://www.chess.com/member/pete,5 Great Chess Books For Beginners,https://www.chess.com/article/view/5-great-chess-books-for-beginners,"
                  Like it or not, holiday gift-shopping season is now upon us, at least according to the ubiquitous calendar of commerce.  
Instead of being trampled by unruly deal-seekers at big box retail stores, you can shop online and still get somet...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/17486.d1fb1c67.300x169o.bb2d529e5eed.jpeg,"Sep 19, 2018, 6:14:03 AM"
News,https://www.chess.com/member/news,Study Plan For Advanced Players: Bringing It All Together,https://www.chess.com/article/view/study-plan-for-advanced-players-bringing-it-all-together-1,"
                  Target Skill Range: Advanced Path (Rated 1800-1999) 
Tasks: 

Play 50 standard time control games.
Analyze your personal games.
Document your mistakes.
Work through these lessons.
Follow Chess.com/news.

 

Wow! You've venture...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
News,https://www.chess.com/member/news,Master Path Study Plan: Strategy,https://www.chess.com/article/view/master-path-study-plan-strategy-1,"
                  Target Skill Range: Master Path (Rated 2000-2199) 
Tasks: 

Learn the following master-level pawn structures.
Master the art of maneuvering.
Learn to use your pawns actively.
Study the exploitation of pawn weaknesses.
Identify critical...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
LuisFSiles,https://www.chess.com/member/luisfsiles,The Top 10 Chess Games Of 2017,https://www.chess.com/article/view/the-top-10-chess-games-of-2017,"
                  This has been a very intense year chess-wise, with very high-quality games and really exciting tournaments. It is not easy to make a selection of the best games. The problem with this sort of article is that there's always someone who thinks that ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/23762.b48b100e.300x169o.a287bd3e5b93.jpeg,"Mar 3, 2020, 7:11:14 AM"
energia,https://www.chess.com/member/energia,Personal Experience at the U.S. Women's Championship. Part 2.,https://www.chess.com/article/view/personal-experience-at-the-us-womens-championship-part-2,"
                  In my previous article we looked at the first three games from the U.S. Women's Championship. This article will cover the next three rounds I played. 
In the round-robin format all the participants play each other, so it seems the order doesn't r...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13380.5b1cbcd4.300x169o.c6d18cc5f91b.jpeg,"Jun 7, 2013, 4:48:25 AM"
BryanSmith,https://www.chess.com/member/bryansmith,The Battle of Opposites,https://www.chess.com/article/view/the-battle-of-opposites,"
                  If you have any knowledge of chess history, you have probably heard of the theoretical dispute - and antagonism - between Siegbert Tarrasch and Aron Nimzowitsch, the leaders of the classical and hypermodern schools (respectively). It appears that ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13380.5b1cbcd4.300x169o.c6d18cc5f91b.jpeg,"Jun 7, 2013, 4:48:25 AM"
News,https://www.chess.com/member/news,Study Plan For Advanced Players: Tactics!,https://www.chess.com/article/view/study-plan-for-advanced-players-tactics-3,"
                  Target Skill Range: Advanced (Rated 1800-1999) 
Tasks: 

Identify and address your tactical weaknesses.
Complete a perfect ten.
Complete the legendary 30-minute drill.
Develop your visualization skills.
Complete these tactics-themed le...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/19372.68cc4a42.300x169o.ad57b652d730.jpeg,"Jun 25, 2017, 1:41:21 PM"
linlaoda,https://www.chess.com/member/linlaoda,Move by Move improving positional play,https://www.chess.com/article/view/move-by-move-improving-positional-play,"
                  This is another issue of Move by Move Chess Improvement. 
To join the group and get your game analyzed, see here Move by Move Chess Improvement 
I would like to thank Kancil660 for submitting this game! 
Now let's begin: 
 

What happens if Black ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/17486.d1fb1c67.300x169o.bb2d529e5eed.jpeg,"Sep 19, 2018, 6:14:03 AM"
News,https://www.chess.com/member/news,Master Path Study Plan: Bringing It All Together,https://www.chess.com/article/view/master-path-study-plan-bringing-it-all-together-1,"
                  Target Skill Range: Advanced Path (Rated 2000-2199) 
Tasks: 

Analyze all games with a computer.
Compete on the leaderboard.
Start a blog.
Play solitaire chess.
Compete in a major open.

 

Congratulations! You've made it to t...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
danheisman,https://www.chess.com/member/danheisman,The Best Of The Old And New Schools,https://www.chess.com/article/view/the-best-of-the-old-and-new-schools,"
                  Occasionally I run into players who think that Bobby Fischer ""did it all by himself."" I.e. he locked himself in his room, studied chess until he was world class, and then burst onto the tournament scene. 
Uh, no. 
Every day after school, Bobby w...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
Gserper,https://www.chess.com/member/gserper,What Is The Best Move?,https://www.chess.com/article/view/what-is-the-best-move,"
                  All chess players encounter this situation in every single game. You are considering your next move and see numerous tempting opportunities. All the moves look equally strong, so which one should you prefer? What is the best move to play? 
There ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/23762.b48b100e.300x169o.a287bd3e5b93.jpeg,"Mar 3, 2020, 7:11:14 AM"
DavidLevyLondon,https://www.chess.com/member/davidlevylondon,The World Computer Championships: A History,https://www.chess.com/article/view/the-world-computer-championships-a-history,"
                  [Editor's note: David Levy is the president of the International Computer Games Association.]  
The history of chess programs competing in tournaments is exactly 50 years old. In February 1967 the program MacHack VI, developed at MIT pr...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/23762.b48b100e.300x169o.a287bd3e5b93.jpeg,"Mar 3, 2020, 7:11:14 AM"
energia,https://www.chess.com/member/energia,Personal Experience at the US Women's Championship,https://www.chess.com/article/view/personal-experience-at-the-us-womens-championship,"
                  My next few articles will be about the US Championship that took place from May 2-13th in St. Louis. I was a participant in the women's event, where ten players competed for a purse of $65,000 and the title of US Woman Champion. This event is gran...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13380.5b1cbcd4.300x169o.c6d18cc5f91b.jpeg,"Jun 7, 2013, 4:48:25 AM"
News,https://www.chess.com/member/news,Master Path Study Plan: Tactics!,https://www.chess.com/article/view/master-path-study-plan-tactics-1,"
                  Target Skill Range: Master Path (Rated 2000-2199) 
Tasks: 

Solve tactics, tactics, tactics, and ... tactics!
Solve studies.
Practice calculation.
Play blindfold chess.
Complete these tactics-themed lessons.


You probably thought y...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/19372.68cc4a42.300x169o.ad57b652d730.jpeg,"Jun 25, 2017, 1:41:21 PM"
linlaoda,https://www.chess.com/member/linlaoda,Member Kingside Attack,https://www.chess.com/article/view/member-kingside-attack,"
                  This is another issue of Move by Move Chess Improvement. 
To join the group and get your game analyzed, see here Move by Move Chess Improvement 
 
I would like to thank alekspachalov99 for submitting this game! 
 
Now let's begin: 

 
(tactic puzz...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/17486.d1fb1c67.300x169o.bb2d529e5eed.jpeg,"Sep 19, 2018, 6:14:03 AM"
linlaoda,https://www.chess.com/member/linlaoda,Winning when you are up an Exchange (or two!),https://www.chess.com/article/view/winning-when-you-are-up-an-exchange-or-two,"
                  This is part of my column Move by Move: Chess Improvement. To get your game analyzed, join the group: 
Move by Move Chess Improvement 
 
Now let's get started! 
 
I would like to thank Ala_ for posting this game. I chose this game because it featu...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/17486.d1fb1c67.300x169o.bb2d529e5eed.jpeg,"Sep 19, 2018, 6:14:03 AM"
Silman,https://www.chess.com/member/silman,What Does The Position Need?,https://www.chess.com/article/view/what-does-the-position-need,"
                  The puzzles in this article are a bit advanced, but don’t let that spook you. In general, these puzzles are about verbal recognition of what is going on. These kinds of puzzles help a player look beyond the usual mentality of “I go the...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
Gserper,https://www.chess.com/member/gserper,Lessons From Carlsen: The Draw Problem,https://www.chess.com/article/view/lessons-from-carlsen-the-draw-problem,"
                  The recent super-tournament in Bilbao is a part of chess history already. It will be remembered for many different things. While Hikaru Nakamura will always cherish the memory of his first win over Magnus Carlsen, many chess enthusiasts will ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
batgirl,https://www.chess.com/member/batgirl,Game of the Month,https://www.chess.com/article/view/game-of-the-month,"
                  
     The United States in the 1940s had many splendid chess players such as Sammy Reshevsky, Reuben Fine, Al Horowitz and Isaac Kashdan.  The following story involves all those legends in some fashion.
 
 &nb...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/23762.b48b100e.300x169o.a287bd3e5b93.jpeg,"Mar 3, 2020, 7:11:14 AM"
Silman,https://www.chess.com/member/silman,Anatoly Karpov's Best Game Prizes,https://www.chess.com/article/view/anatoly-karpov-s-best-game-prizes,"
                  My last two articles were about the best game prizes for Mikhail Tal (who won the most prizes — 15) and Rashid Nezhmetdinov, who came in tied for 3rd and 4th with Anatoly Karpov (10 prizes; Garry Kasparov came in second with 12). ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/23762.b48b100e.300x169o.a287bd3e5b93.jpeg,"Mar 3, 2020, 7:11:14 AM"
Gserper,https://www.chess.com/member/gserper,Wanna Buy The Brooklyn Bridge?,https://www.chess.com/article/view/wanna-buy-brooklyn-bridge,"
                  George C. Parker was a famous con man.  Here is what Wikipedia says about him: ""He made his living conducting illegal sales of property he did not own, often New York's public landmarks, to unwary immigrants. 
The Brooklyn Bridge was th...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/16926.56b3b15e.300x169o.a9827f14640d.jpeg,"Jul 31, 2016, 11:17:52 PM"
BryanSmith,https://www.chess.com/member/bryansmith,Chasing the King (Part 2),https://www.chess.com/article/view/chasing-the-king-part-2,"
                  Last week I showed a couple of examples of a king hunt. This week we will see another example of a deposed king being chased across the board. First it somewhat willingly steps into the center, with the leader of the white pieces hoping that his o...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13380.5b1cbcd4.300x169o.c6d18cc5f91b.jpeg,"Jun 7, 2013, 4:48:25 AM"
Gserper,https://www.chess.com/member/gserper,The Sparkling Bishop Combo,https://www.chess.com/article/view/the-sparkling-bishop-combo,"
                  Back rank checkmates are very common in chess. As a matter of fact, many tactical textbooks start with exactly this kind of combination due to their simplicity. The vast majority have one thing in common: You need to deflect your opponent's b...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/19372.68cc4a42.300x169o.ad57b652d730.jpeg,"Jun 25, 2017, 1:41:21 PM"
DanielNaroditsky,https://www.chess.com/member/danielnaroditsky,The Tactical Detector,https://www.chess.com/article/view/the-tactical-detector,"
                  Tactics. After thousands of books written on this concept, after the development of several excellent tactical training tools (such as Chess.com's own Tactics Trainer), after the release of countless free engines that serve as paragons of tactical...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/19372.68cc4a42.300x169o.ad57b652d730.jpeg,"Jun 25, 2017, 1:41:21 PM"
GeniusKJ,https://www.chess.com/member/geniuskj,"Chess.com University's Prodigy Program - Master Chess At Any Age, Within 5 Years! REGISTRATION NOW O",https://www.chess.com/article/view/chesscom-universitys-prodigy-program---master-chess-at-any-age-within-5-years-registration-now-o,"
                  
This is an updated version of the initial Chess.com University's Prodigy Program announcement which was posted on October 15th, 2014. We have now finalized the starting date and added a third section (~1500 ELO). ALL live lectures will be recorde...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/17486.d1fb1c67.300x169o.bb2d529e5eed.jpeg,"Sep 19, 2018, 6:14:03 AM"
Silman,https://www.chess.com/member/silman,Minority Attack: Turn Your Pawns Into Weapons,https://www.chess.com/article/view/minority-attack-turn-your-pawns-into-weapons,"
                  ih8sens (real name: Matt Nicholson) is a national master rated 2329. He asked the following: 
“I have a position that I’m curious about. The majority of players I’ve asked believe that Black should not play 18…Bxg3.&...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
Ginger_GM,https://www.chess.com/member/ginger_gm,The Birth And Development Of The Hillbilly Attack,https://www.chess.com/article/view/the-birth-and-development-of-the-hillbilly-attack,"
                  People are obsessed with chess openings. Amazon shows 28,265 books listed when you search for ""Chess Book"", but I expect the number of books written on the game is well over 100,000. If I were to hedge a bet, then I would also guess that...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/16926.56b3b15e.300x169o.a9827f14640d.jpeg,"Jul 31, 2016, 11:17:52 PM"
Ginger_GM,https://www.chess.com/member/ginger_gm,Picking The Correct Opening Repertoire,https://www.chess.com/article/view/picking-the-correct-opening-repertoire,"
                  Picking the correct opening repertoire is one of the most important decisions that a chess player makes. There is no point starting the game with a series of moves that will lead you into a situation that you find unc...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/16926.56b3b15e.300x169o.a9827f14640d.jpeg,"Jul 31, 2016, 11:17:52 PM"
energia,https://www.chess.com/member/energia,Typical Positions (Part 6),https://www.chess.com/article/view/typical-positions-part-6,"
                  Chess openings are a bit like fashion - they follow trends. Certain lines become popular and then just fade away. In most cases, an elite player (or most likely his team) prepares an opening for a tournament and then everyone else follows his lead...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13380.5b1cbcd4.300x169o.c6d18cc5f91b.jpeg,"Jun 7, 2013, 4:48:25 AM"
BryanSmith,https://www.chess.com/member/bryansmith,"Chasing the King, Part 1",https://www.chess.com/article/view/chasing-the-king-part-1,"
                  For the next two weeks, I will again return to the theme of Attack and Defense - more specifically, the phenomenon known as the ""king hunt."" 
Although nowadays many of us are eating food which is farmed - such as farmed fish, chickens i...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13380.5b1cbcd4.300x169o.c6d18cc5f91b.jpeg,"Jun 7, 2013, 4:48:25 AM"
Gserper,https://www.chess.com/member/gserper,Kasparov's Mysterious Move,https://www.chess.com/article/view/kasparov-s-mysterious-move,"
                  The already famous game So vs Kasparov played in the Ultimate Blitz Challenge is both fascinating and puzzling. Not only did GM Wesley So produce a game of unbelievable beauty, he did it against the arguably strongest chess player in the...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/19372.68cc4a42.300x169o.ad57b652d730.jpeg,"Jun 25, 2017, 1:41:21 PM"
Gserper,https://www.chess.com/member/gserper,The Deadliest Chess Pattern,https://www.chess.com/article/view/the-deadliest-chess-pattern,"
                  There are many patterns in chess which you should know if you want to become strong. I have discussed many of them in this column through the years. Today, I'll talk about the deadliest chess pattern, the one that usually ...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/19372.68cc4a42.300x169o.ad57b652d730.jpeg,"Jun 25, 2017, 1:41:21 PM"
linlaoda,https://www.chess.com/member/linlaoda,Don't show your opponent mercy!,https://www.chess.com/article/view/dont-show-your-opponent-mercy,"
                  This is part of my column Move by Move: Chess Improvement. To get your game analyzed, please join the group: 
Move by Move Chess Improvement 
 
I would like to thank WhiteAnemone for submitting this game. 
 





White has achieved a nice position...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/17486.d1fb1c67.300x169o.bb2d529e5eed.jpeg,"Sep 19, 2018, 6:14:03 AM"
danheisman,https://www.chess.com/member/danheisman,How To Play When You're Winning Easily,https://www.chess.com/article/view/how-to-play-when-you-re-winning-easily,"
                  In all sports, you play much differently when you are winning easily. 

In baseball, if you are leading 8-0 in the 8th inning, you would not pull your fresh relief pitcher out of the game to pinch hit and try to get another run.
In soccer, if y...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
Gserper,https://www.chess.com/member/gserper,Are You A Giant Of Positional Chess?,https://www.chess.com/article/view/are-you-a-giant-of-positional-chess,"
                  In our article last year, we talked about how to improve your positional chess. Today, I want to give you an opportunity to test your strategic skills. The game we'll use for our quiz is quite remarkable. Anatoly Karpov is...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
TigerChess,https://www.chess.com/member/tigerchess,Best Blitz Openings,https://www.chess.com/article/view/best-blitz-openings,"
                  Blitz chess has a nature all its own. With limited time, you should be taking the most efficient route to a better, or playable, position. This series provides strong openings and systems for the blitz enthusiast. GM Maxim Dlugy&nbs...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/16926.56b3b15e.300x169o.a9827f14640d.jpeg,"Jul 31, 2016, 11:17:52 PM"
TigerChess,https://www.chess.com/member/tigerchess,A Universal System,https://www.chess.com/article/view/a-universal-system,"
                  For some reason, certain openings give players trouble no matter how well versed they are in theory. Sometimes this is a matter of style. 
This series is designed to explore a universal system against hypermodern openings, a system known for caus...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/16926.56b3b15e.300x169o.a9827f14640d.jpeg,"Jul 31, 2016, 11:17:52 PM"
energia,https://www.chess.com/member/energia,Typical Plans & Positions (Part 5),https://www.chess.com/article/view/typical-positions-part-5,"
                  Continuing on the topic of Typical Positions in 1.d4 openings, one cannot not mention Nimzo-Indian Defense! This opening is one of the most complex and the resulting positions can be very hard to handle. In my preparation for the US Women's Champi...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/13380.5b1cbcd4.300x169o.c6d18cc5f91b.jpeg,"Jun 7, 2013, 4:48:25 AM"
danheisman,https://www.chess.com/member/danheisman,Spotting And Avoiding Tactics,https://www.chess.com/article/view/spotting-and-avoiding-tactics,"
                   
There are basically three ways a tactic can occur, both for and against you: 

The opponent makes a threat for a tactic (or a check or capture), which either can't be met, or can be, but is missed.
There is no existing threat of a tactic, bu...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/19372.68cc4a42.300x169o.ad57b652d730.jpeg,"Jun 25, 2017, 1:41:21 PM"
GeniusKJ,https://www.chess.com/member/geniuskj,"Chess.com University's Prodigy Program - Master Chess At Any Age, Within 5 Years!",https://www.chess.com/article/view/chesscom-universitys-prodigy-program---master-chess-at-any-age-within-5-years,"
                  
Update: Registration is now open! 
Want your child to be a chess prodigy? Yes? So do we! Or are you an adult and want to master chess? Great, we will get you there! Read on to learn more. 
  
*Presenting Chess.com University's Prodigy Program* 
M...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/17486.d1fb1c67.300x169o.bb2d529e5eed.jpeg,"Sep 19, 2018, 6:14:03 AM"
Silman,https://www.chess.com/member/silman,Fixing Your Weaknesses,https://www.chess.com/article/view/fixing-your-weaknesses,"
                  This week, we’ll take a look at a young Indian player, Sakshi1234567. She had this to say: 
“I am 13 years old. My father taught me chess when I was 10. I’ve been taking the game seriously from October 2015. I want to become a g...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/18366.a1f75bd4.300x169o.116b73ceff96.png,"Dec 20, 2017, 12:53:11 PM"
Gserper,https://www.chess.com/member/gserper,The Death Of The Berlin Defense,https://www.chess.com/article/view/the-death-of-the-berlin-defense,"
                  ""You might not be able to fight like a samurai, but you can at least die like a samurai."" -- Kill Bill, Vol. 1.  
 
The Berlin Defense in the Ruy Lopez is a very peculiar opening.  
Spectators hate it, most chess players hate it (coun...
                ",Article,Chess.com,https://images.chesscomfiles.com/uploads/v1/article/16926.56b3b15e.300x169o.a9827f14640d.jpeg,"Jul 31, 2016, 11:17:52 PM"
