author,previewPDFURL,price,url,name,type,producer,productImage
,,,https://everymanchess.com/collections/training/products/test-your-chess-iq-grandmaster-challenge,Test Your Chess IQ: Grandmaster Challenge,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/f08c9b03025db5627f4dc3403851d95e_1024x1024@2x.jpg?v=1542115147
,,,https://everymanchess.com/collections/training/products/test-your-chess-iq-master-challenge,Test Your Chess IQ: Master Challenge,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/f11fd4c4dfa6840014364124d03d3a7e_1024x1024@2x.jpg?v=1542115150
,,,https://everymanchess.com/collections/training/products/winning-quickly-with-black,Winning Quickly with Black,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/c9b26d51ceadbca8f904d287346024b7_1024x1024@2x.gif?v=1542115179
,,,https://everymanchess.com/collections/training/products/tips-for-young-players,Tips for Young Players,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/7656deb23e4e3f399f43f6dd1ebc52cf_1024x1024@2x.jpg?v=1542115156
,,,https://everymanchess.com/collections/training/products/winning-quickly-with-white,Winning Quickly with White,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/e75e6dc02238dbcefc4b15977baae36d_1024x1024@2x.jpg?v=1542115184
,,,https://everymanchess.com/collections/training/products/can-you-be-a-tactical-chess-genius,Can you be a Tactical Chess Genius?,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/903b947ef5ccccc6e62c49ce074deb48_1024x1024@2x.jpg?v=1542115205
,,,https://everymanchess.com/collections/training/products/can-you-be-a-positional-chess-genius,Can you be a Positional Chess Genius?,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/ceae37bf7bfa0da4b962183a709b527b_1024x1024@2x.jpg?v=1542115208
,,,https://everymanchess.com/collections/training/products/understanding-the-sacrifice,Understanding the Sacrifice,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/72fe8208ca62cd9cc307e45337b2b3a5_1024x1024@2x.jpg?v=1542115232
,,,https://everymanchess.com/collections/training/products/chess-brilliancy,Chess Brilliancy,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9c2f65c409f61e332103bc85bb5d2840_1024x1024@2x.jpg?v=1542115242
,,,https://everymanchess.com/collections/training/products/test-your-endgame-thinking,Test Your Endgame Thinking,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/21e1e2a3226ce9b0f3b5cf6af7761bc4_1024x1024@2x.jpg?v=1542115255
,,,https://everymanchess.com/collections/training/products/multiple-choice-chess-2,Multiple Choice Chess 2,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/b2818f123464b79a85fb63e98c4a3f13_1024x1024@2x.jpg?v=1542115280
,,,https://everymanchess.com/collections/training/products/chess-training,Chess Training,Book,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/fb17abee85c632a4e42cfc1ed68fefc5_1024x1024@2x.jpg?v=1542114878
Michal Krasenkow,,15.95,https://everymanchess.com/collections/training/products/finding-chess-jewels-improve-your-imagination-and-calculation,Finding Chess Jewels: Improve your Imagination and Calculation,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/14e5dae9cab8a7d0c6906d12c016c612_1024x1024@2x.jpg?v=1542116434
Matthew Sadler,,12.95,https://everymanchess.com/collections/training/products/study-chess-with-matthew-sadler,Study Chess with Matthew Sadler,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/b14609de11447f3affb4c9e3d66efcb8_1024x1024@2x.jpg?v=1542116310
John Emms,,19.95,https://everymanchess.com/collections/training/products/the-chess-tactics-detection-workbook,The Chess Tactics Detection Workbook,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/3aadbb984897e29b06f2cadef16468dd_1024x1024@2x.jpg?v=1542116403
,,65.00,https://everymanchess.com/collections/training/products/seirawan-winning-chess-bundle,Seirawan's Winning Chess Series,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/Seirawan_Collection_X_1024x1024@2x.jpg?v=1578405709
Nigel Davies,,19.95,https://everymanchess.com/collections/training/products/10-great-ways-to-get-better-at-chess,10 Great Ways to Get Better at Chess,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/95da9ac1f28b3a1e315d38e7dc5d9f40_1024x1024@2x.jpg?v=1542116054
,,15.95,https://everymanchess.com/collections/training/products/a-guide-to-chess-improvement-the-best-of-novice-nook,A Guide to Chess Improvement: The Best of Novice Nook,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/a95004dea2f4afad6fc92965c97b7a7b_1024x1024@2x.jpg?v=1542116090
,,14.95,https://everymanchess.com/collections/training/products/vasily-smyslov-endgame-virtuoso,Vasily Smyslov: Endgame Virtuoso,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/802f9f30bdec3d5735cffad2b726cf9c_1024x1024@2x.jpg?v=1542115173
Boris Gulko,,17.95,https://everymanchess.com/collections/training/products/lessons-with-a-grandmaster-3-strategic-and-tactical-ideas-in-modern-chess,Lessons with a Grandmaster 3: Strategic and tactical ideas in modern chess,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/7568e7eb537e3e942093cb4dd1190425_1024x1024@2x.jpg?v=1542116505
,,21.95,https://everymanchess.com/collections/training/products/your-chess-battle-plan,Your Chess Battle Plan,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9781781945285_1024x1024@2x.jpg?v=1555316898
Zenón Franco,,17.95,https://everymanchess.com/collections/training/products/anand-move-by-move,Anand: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/498bb1c9374041ab6829b1bb98e3ff47_1024x1024@2x.jpg?v=1542116470
Adam Hunt,,19.95,https://everymanchess.com/collections/training/products/chess-strategy-move-by-move,Chess Strategy: Move by Move,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/542b3e24089d3d0f6b2fe0150acaa50c_1024x1024@2x.jpg?v=1542116328
Johan Hellsten,,19.95,https://everymanchess.com/collections/training/products/mastering-endgame-strategy,Mastering Endgame Strategy,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/bc6c9abc22a94ee1aaab3aa99583e907_1024x1024@2x.jpg?v=1542116363
Boris Gulko,,27.50,https://everymanchess.com/collections/training/products/lessons-with-a-grandmaster-bundle,BUNDLE: Lessons with a Grandmaster 1 and 2,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/67f2b3b8b30c60ce5052867df47efecf_1024x1024@2x.jpg?v=1542116642
Johan Hellsten,,19.95,https://everymanchess.com/collections/training/products/mastering-chess-strategy,Mastering Chess Strategy,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/3cf61d14dcd4888e4a1ccb524c2fcf4a_1024x1024@2x.jpg?v=1542116085
Glenn Flear,,17.95,https://everymanchess.com/collections/training/products/practical-endgame-play-beyond-the-basics-the-definitive-guide-to-the-endgames-that-really-matter,Practical Endgame Play - Beyond the Basics: The definitive guide to the endgames that really matter,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/58d28cae634618cb03e6ee75fbd397d2_1024x1024@2x.jpg?v=1542115780
,,21.95,https://everymanchess.com/collections/training/products/coach-yourself,Coach Yourself,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/9781781945124_1024x1024@2x.jpg?v=1556443767
,,45.00,https://everymanchess.com/collections/training/products/mastering-chess-bundle,BUNDLE: Mastering Chess with Hellsten,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/2f1f0b53ba9d3b667e9f5211f48d079d_1024x1024@2x.jpg?v=1542116696
,,50.00,https://everymanchess.com/collections/training/products/aagaard-bundle,BUNDLE: Aagaard Collection,eBook,Everyman Chess,//cdn.shopify.com/s/files/1/0080/9284/4094/products/65346a459415c3145692e9719eaab6a8_1024x1024@2x.jpg?v=1542116682
